,Date,Keypresses,7_day_ma,28_day_ma,365_day_ma,percentile,rank,Weekday
519,2022-02-22,38647,19758.285714285714,18292.14285714286,25947.572602739725,75.8051846032993,309.0,Tuesday
520,2022-02-23,26538,18662.571428571428,17751.60714285714,25958.460273972603,53.809897879025925,589.0,Wednesday
521,2022-02-24,5637,16941.0,17149.285714285714,25837.320547945204,19.7172034564022,1023.0,Thursday
522,2022-02-25,22079,17682.14285714286,17852.75,25801.435616438357,45.32600157109191,697.0,Friday
523,2022-02-26,0,17501.571428571428,16903.75,25698.569863013698,2.9065200314218385,1237.0,Saturday
524,2022-02-27,5958,18352.714285714286,16986.035714285714,25711.794520547945,20.10997643362137,1018.0,Sunday
525,2022-02-28,31923,18683.14285714286,17425.35714285714,25764.10410958904,63.66849960722703,463.5,Monday
526,2022-03-01,39642,18825.285714285714,17692.464285714286,25802.02191780822,78.00471327572663,281.0,Tuesday
527,2022-03-02,25990,18747.0,17945.464285714286,25745.202739726028,52.395915161036925,607.0,Wednesday
528,2022-03-03,23558,21307.14285714286,18475.571428571428,25794.31506849315,47.83974862529458,665.0,Thursday
529,2022-03-04,1633,18386.285714285714,18000.0,25769.202739726028,12.961508248232523,1109.0,Friday
530,2022-03-05,317,18431.571428571428,17722.928571428572,25714.65479452055,8.40534171249018,1167.0,Saturday
531,2022-03-06,10470,19076.14285714286,17867.785714285714,25729.838356164382,27.41555380989788,925.0,Sunday
532,2022-03-07,35513,19589.0,17641.464285714286,25790.27397260274,70.46347211311861,377.0,Monday
533,2022-03-08,9169,15235.714285714286,17306.678571428572,25691.893150684933,25.37313432835821,951.0,Tuesday
534,2022-03-09,8712,12767.42857142857,16167.607142857143,25561.4,25.05891594658288,955.0,Wednesday
535,2022-03-10,8227,10577.285714285714,15857.892857142857,25433.77808219178,24.194815396700704,966.0,Thursday
536,2022-03-11,149,10365.285714285714,15863.214285714286,25284.58630136986,7.580518460329929,1177.5,Friday
537,2022-03-12,439,10382.714285714286,15878.892857142857,25195.427397260275,8.87666928515318,1161.0,Saturday
538,2022-03-13,149,8908.285714285714,15542.392857142857,25160.46301369863,7.580518460329929,1177.5,Sunday
539,2022-03-14,28,3839.0,15097.5,25092.068493150684,6.3629222309505105,1193.0,Monday
540,2022-03-15,501,2600.714285714286,14105.0,24948.416438356166,9.190887666928516,1157.0,Tuesday
541,2022-03-16,588,1440.142857142857,12904.285714285714,24800.04109589041,9.662215239591516,1151.0,Wednesday
542,2022-03-17,3243,728.1428571428571,12388.392857142857,24670.92602739726,16.417910447761194,1065.0,Thursday
543,2022-03-18,602,792.8571428571429,11806.642857142857,24597.783561643835,9.74076983503535,1150.0,Friday
544,2022-03-19,15496,2943.8571428571427,12314.92857142857,24540.942465753425,34.171249018067556,839.0,Saturday
545,2022-03-20,3742,3457.1428571428573,12448.57142857143,24512.816438356163,17.203456402199528,1055.0,Sunday
546,2022-03-21,17507,5954.142857142857,12016.32142857143,24496.846575342464,37.3134328358209,799.0,Monday
547,2022-03-22,30165,10191.857142857143,11713.392857142857,24423.89589041096,60.5655930871956,503.0,Tuesday
548,2022-03-23,60708,18780.428571428572,12933.75,24456.224657534247,95.91516103692067,53.0,Wednesday
549,2022-03-24,18577,20971.0,13395.892857142857,24346.12328767123,39.1987431264729,775.0,Thursday
550,2022-03-25,18102,23471.0,13253.857142857143,24229.257534246575,38.177533385703065,788.0,Friday
551,2022-03-26,34319,26160.0,14479.535714285714,24283.117808219176,67.87117046347211,410.0,Saturday
552,2022-03-27,20228,28515.14285714286,14989.17857142857,24275.10410958904,42.18381775333857,737.0,Sunday
553,2022-03-28,45768,32552.428571428572,15483.642857142857,24259.117808219176,86.09583660644148,178.0,Monday
